time,T_Nor,T_Sou,T_Eas,T_Wes,T_Cor,T_out,Q_sol
18144000.0,298.3269868950159,298.70214209014443,298.6911769511036,299.2100662064691,298.47243644120044,290.95,0.0
18147600.0,298.2753185540868,298.64498285041316,298.63541599065707,299.1453802190245,298.4603172812638,290.95,0.0
18151200.0,298.19712783084987,298.50405134062675,298.54000699683235,298.97139081037454,298.42610553107244,288.75,0.0
18154800.0,298.14260519335613,298.47045841389547,298.46719450450394,298.99088992357053,298.42277398840235,289.25,0.32042253521126757
18158400.0,298.1071279955221,298.41331875803405,298.40683464685134,298.9361842317936,298.4145848445512,288.75,8.156429316640585
18162000.0,298.14506614792725,298.4275196236213,298.4941087036794,298.92750531752154,298.4215088579553,289.84999999999997,77.98621632996633
18165600.0,296.93820959921993,297.18718306031764,297.19092472222314,297.5595676925121,296.8549192216936,293.15,197.26882836990598
18169200.0,296.9260229819063,297.15866683392426,297.2717744856015,297.4726430646872,296.7390857796561,295.95,311.3563387423935
18172800.0,297.59417888378596,297.8388507110097,297.9716631432042,298.0553036347751,297.3299366536403,297.04999999999995,473.2769607843137
18176400.0,297.92196059728275,298.2754001924851,298.4272527649118,298.32656315915744,297.58643812276824,298.75,693.089231004902
18180000.0,298.1493342795421,298.6555327372827,298.6343209153764,298.50604406130134,297.7398706653009,300.95,822.3402157738095
18183600.0,298.3362550326721,298.96531385103566,298.6876090061163,298.6517471694836,297.85835663344153,302.54999999999995,770.9397321428571
18187200.0,298.3852272023607,299.0838299111191,298.68729137563275,298.73736711213996,297.861971442069,302.04999999999995,708.4528779644269
18190800.0,298.7453046933242,299.4327841635246,298.95251411703225,299.2094464560155,298.18683538738213,301.45,676.0071914800176
18194400.0,298.86404488320136,299.5454097216078,299.029553093783,299.5576872205793,298.32178449103935,302.04999999999995,563.994191919192
18198000.0,298.96509550480437,299.569810026578,299.0976980575697,299.72582756262557,298.41097968995894,302.04999999999995,328.37032590051456
18201600.0,298.9842642359884,299.54862290281045,299.0737246462415,299.7560180855221,298.438311012978,302.04999999999995,182.56301354230067
18205200.0,298.6592064380101,299.1553415900461,298.71166342958173,299.4126456312091,298.0738019860565,301.45,89.37056150698123
18208800.0,298.21403880400703,298.66398158842185,298.22781124532224,298.92785429027066,297.6197321061478,299.84999999999997,14.507462686567166
18212400.0,299.6023540292097,299.98786626038407,299.7672364677113,300.21596164285154,299.22479630833067,298.75,0.0
18216000.0,299.57106057942093,299.93407308571665,299.7458142473272,300.1591747030643,299.2339676691218,297.54999999999995,0.0
18219600.0,299.52833480056853,299.8689689389954,299.7062067655665,300.09280707950904,299.2252552279814,297.04999999999995,0.0
18223200.0,299.45974678576385,299.78963247183253,299.64607657736,300.0158337687252,299.2057685137712,295.34999999999997,0.0
18226800.0,299.3907876516811,299.74688461515274,299.5882057144894,299.9438791392016,299.18710323231403,294.84999999999997,0.0
18230400.0,299.2937458850349,299.70789723826067,299.5130293642759,299.86572909682195,299.17250063784167,292.54999999999995,0.0
18234000.0,299.27040739116165,299.60790248548335,299.43987778497166,299.81674568305,299.15657911332266,294.25,0.0
18237600.0,299.2436594651981,299.5719181382051,299.43404235735335,299.77697484827127,299.1555617241179,294.25,0.0
18241200.0,299.2131703941467,299.60871759490385,299.43093575484676,299.7486193802113,299.1645095267081,293.75,0.7
18244800.0,299.1490751018073,299.5572034548453,299.38086670936354,299.695735637816,299.1587636946829,292.04999999999995,6.854347826086957
18248400.0,299.21618336486057,299.58740617415623,299.45999151032254,299.711275948112,299.1756196901039,294.84999999999997,89.03153003650847
18252000.0,297.87511353925316,298.15597967469284,298.15085877435433,298.2553766009596,297.5312791603002,297.04999999999995,276.28384044726374
18255600.0,297.84679917339014,298.13254221709553,298.44691205837563,298.19166347836705,297.47188523274656,297.54999999999995,466.84579893152016
18259200.0,298.5051466477058,298.85394986409756,299.3113112827718,298.80578005976133,298.12653158885456,299.84999999999997,643.6010412001791
18262800.0,298.82231580424445,299.29344987167855,299.6845622392755,299.08771789385565,298.3918298401263,301.45,778.8394634562518
18266400.0,299.02152396548115,299.6382653107721,299.80178199901076,299.2570333653349,298.53460737031935,302.54999999999995,862.715878928636
18270000.0,299.195854475523,299.95357317730986,299.8159108072193,299.4043538902012,298.6530306066621,303.75,889.7460031036848
18273600.0,299.2908501606256,300.11206930625605,299.8031216072165,299.57489144207926,298.681724271065,304.84999999999997,752.6785032554977
18277200.0,299.6333632632704,300.4080667311649,300.05459637368176,300.003364003927,298.9942683589096,304.25,601.5760827742106
18280800.0,299.7796716786196,300.47953412359766,300.1171547089452,300.1893144895559,299.10340379117594,301.45,444.7074420129498
18284400.0,299.8315265259632,300.4527187371574,300.1091716455782,300.2159108269979,299.13467952380336,302.54999999999995,282.496912289506
18288000.0,299.7794773064426,300.3716415011012,300.03893387876,300.1553810456409,299.12119306963143,299.84999999999997,172.7929474043716
18291600.0,299.40826944149,299.96268283169957,299.6349775578899,299.75074245479254,298.73737848058965,299.84999999999997,67.69118394308943
18295200.0,298.9079863868634,299.4397658976362,299.1169478778843,299.2159937921369,298.2633736020387,298.75,4.4390243902438975
18298800.0,300.3146669631234,300.827844153564,300.6778824365907,300.6201286455875,299.9356719097354,298.15,0.0
18302400.0,300.23150003751385,300.78926267941324,300.6458882152306,300.5741241666991,299.9464004547828,297.04999999999995,0.0
18306000.0,300.15422457101766,300.7305517530618,300.59345011983777,300.5145844859037,299.9370908976172,296.15,0.0
18309600.0,300.0697469282126,300.66286634335484,300.5312350584705,300.44720415959995,299.91971522741363,295.34999999999997,0.0
18313200.0,300.0176819430217,300.5886628268735,300.46549859218476,300.3359206965397,299.89437798290504,294.45,0.0
18316800.0,299.8770464073159,300.5245395702796,300.40040490916186,300.35434569318636,299.8839831684638,293.54999999999995,0.0
18320400.0,299.7819030302567,300.46044295317125,300.3446861344835,300.294660927808,299.87186989955495,292.65,0.0
18324000.0,299.6857048366637,300.4020503232396,300.28697504627104,300.2462110776611,299.8621191451841,291.84999999999997,0.0
18327600.0,299.6345975532823,300.3306071152689,300.22186370589185,300.1307943758024,299.8424608300028,290.95,0.0
18331200.0,299.5757108191115,300.2670141413708,300.1588948527142,300.1145555724252,299.8259333883772,290.95,5.879310344827586
18334800.0,299.66558412688005,300.26641417030584,300.2716893894998,300.1060465871805,299.84556771923553,291.45,106.02787528391494
18338400.0,298.4415772520832,298.8098453439777,298.89147332592,298.65035133176553,298.1571640139161,293.15,245.3117332901764
18342000.0,298.3544690035251,298.7281239718875,298.9014840471446,298.5631726249086,298.03961314855314,295.34999999999997,326.9579518293804
18345600.0,298.93691590704964,299.3148676254892,299.5681987670683,299.0997955150346,298.61090728572475,297.04999999999995,543.4051398337112
18349200.0,299.2036412034771,299.7360681522408,300.0446910801406,299.35194353933264,298.864212990973,298.75,813.9681249193444
18352800.0,299.3601598419157,300.0605629444333,300.1478970490451,299.4962426918732,298.98808246740776,299.84999999999997,900.4432419820887
18356400.0,299.4833133751324,300.3353001228928,300.1195276262092,299.60727533768875,299.07321925519454,300.34999999999997,917.3068508270586
18360000.0,299.4966669826325,300.4484314253467,300.0448919644512,299.6892927136635,299.0590985737727,300.34999999999997,715.3488266723156
18363600.0,299.7615901208462,300.6996114259423,300.228050864861,300.1136892880422,299.3203788186875,300.95,594.9772153423854
18367200.0,299.8497572377989,300.7748651518208,300.2605727077825,300.49640351666676,299.4281382593285,299.84999999999997,626.1883130081301
18370800.0,299.9523919743905,300.807690987973,300.312021317067,300.8912707218135,299.54820783394746,300.95,506.1697131490787
18374400.0,299.9875671283879,300.57525002097634,300.2976925422123,301.2651750249337,299.60550364889906,300.34999999999997,313.3950894825002
18378000.0,299.7327214803455,300.4176549032049,299.9662024135635,301.1135839952291,299.32966937403614,299.25,127.65037593984964
18381600.0,299.3228803780819,299.9239755120977,299.48282240382576,300.56977664232676,298.87214324288294,299.25,14.339504150283972
18385200.0,299.14392790103585,299.7233789691669,299.3103406971577,300.25299274349834,298.7434080094598,296.45,0.6307339449541287
18388800.0,298.891856865691,299.46106650798055,299.03762751263855,299.9108504600612,298.5389517187616,295.95,0.0
18392400.0,300.1266427102121,300.69444830433844,300.50056049099805,301.12772710188256,300.123582019332,292.04999999999995,0.0
18396000.0,300.13063841017055,300.76684745705205,300.54914896060797,301.1624112050391,300.21413025640294,292.04999999999995,0.0
18399600.0,300.0726664620909,300.6340865681255,300.49472550244127,301.035673047906,300.1942942229459,291.45,0.0
18403200.0,300.00876783962957,300.5569516506115,300.4297074036668,300.9418626094346,300.1747372048549,290.95,0.0
18406800.0,299.93755666891025,300.44239964690246,300.35796403048846,300.88133859866605,300.1566082935385,290.34999999999997,0.0
18410400.0,299.8969890539881,300.33528288418546,300.2995545123642,300.7666819305003,300.1319180302524,290.95,0.0
18414000.0,299.8369309770874,300.24546824645404,300.22490843294855,300.7104636762079,300.11503394780595,290.34999999999997,0.9268867924528301
18417600.0,299.8348014075335,300.3771161699129,300.23774385797236,300.72540379943604,300.1302222224776,291.45,17.596989612041554
18421200.0,299.98950050432666,300.4046084025199,300.67640097288063,300.7398301011531,300.1892436203493,291.45,134.4991499112951
18424800.0,298.5932450562071,298.95278293220883,299.4613170849463,299.20881964371574,298.4839869394412,294.84999999999997,321.8338285229202
18428400.0,298.5254287890968,298.89203162584334,299.7135700738937,299.11052872960676,298.4097385547076,297.04999999999995,512.2968336858805
18432000.0,299.1457328277454,299.5864315328143,300.4924112773036,299.6761894673133,299.0246226174514,299.84999999999997,685.7950294241277
18435600.0,299.4393428748854,300.0218933546308,300.8166846832784,299.9224289302472,299.26967526086923,300.34999999999997,817.2884315839923
18439200.0,299.62867652576915,300.235428364055,300.8772013782399,300.05984254778303,299.37570358860313,302.04999999999995,897.4954893561786
18442800.0,299.76578527882424,300.6657751095572,300.82169721660466,300.16188115538193,299.46979426817074,302.04999999999995,926.213952020202
18446400.0,299.80480961901657,300.83569123702426,300.7304177542129,300.2486946133905,299.46495490452446,302.54999999999995,895.3483120035304
18450000.0,300.0887102280867,301.1448282650011,300.90616798382484,300.74414559694617,299.75313152388463,302.54999999999995,807.9288625194774
18453600.0,300.1851951052645,300.70814524025394,300.8920585397749,301.1012856922856,299.7807110200298,302.54999999999995,671.2530864197531
18457200.0,300.1858456956348,301.01486292056984,300.3897638790578,300.25491097875965,299.66764777845447,302.54999999999995,496.67053620784964
18460800.0,300.3290476639498,301.1678736366011,300.90175088561205,301.750593244284,300.02474920933844,302.04999999999995,305.7999803613511
18464400.0,300.05614338948516,300.8037471642641,300.5434981758026,301.53965728711694,299.7027925811009,300.34999999999997,119.98120300751879
18468000.0,299.57756536797154,300.23737223595776,299.975957698069,300.47997531219147,299.1280290824264,299.25,12.07142857142857
18471600.0,299.3944713180325,300.05310562628983,299.7951149254734,300.52547474298126,299.0387277472791,297.54999999999995,0.0
18475200.0,300.3296785285433,300.8924940637471,300.7393427413589,301.3915498536071,300.2059993919079,296.45,0.0
18478800.0,300.61791741473553,301.16719734282776,301.17394030577145,301.6481475153262,300.59447759200145,296.45,0.0
18482400.0,299.0464516489309,299.6214429874066,299.37775938056313,299.99790154815395,298.794065433278,295.95,0.0
18486000.0,300.46751148945606,300.99214954064087,301.0213058413057,301.43563437765516,300.52366811943534,295.34999999999997,0.0
18489600.0,300.44771007243827,300.9604704799235,301.009159473292,301.4035943647013,300.5462868083238,294.84999999999997,0.0
18493200.0,298.84502515188626,299.40115867903023,299.13245162799956,299.6885328032328,298.6890665003398,294.84999999999997,0.0
18496800.0,300.2234343254126,300.6824107262022,300.73841185873573,301.03422548875005,300.36205883480835,294.25,0.0
18500400.0,300.22849345309464,300.68830840930394,300.75233455784513,301.09776457325364,300.4050966570663,294.84999999999997,0.2926829268292682
18504000.0,300.2283966452068,300.6371245225012,300.75020155091585,301.06763685073946,300.4129246935631,294.84999999999997,17.198842496899545
18507600.0,300.37594279220343,300.7267654016547,300.98367487057993,301.0453398986568,300.45804785185027,295.95,114.32782941498087
18511200.0,298.9072148995406,299.2839534497269,299.5714828638733,299.5126827867311,298.70320260636595,298.15,295.868956849602
18514800.0,298.87609094745454,299.2595660354923,299.82430366614335,299.44337249700305,298.63733679385535,299.84999999999997,455.52505038065385
18518400.0,299.5232560387243,299.9674943529103,300.3396907450163,300.01103875839584,299.2341194209357,301.45,587.6152461784571
18522000.0,299.81157599772865,300.20719854740514,300.85846044185473,300.2502463809778,299.47188805971336,302.54999999999995,714.2867763679619
18525600.0,300.03059404151537,300.6922429035589,300.97591140598905,300.4471489233384,299.62356921210494,303.75,763.1826923076923
18529200.0,300.18814799202,301.00056935694164,300.96834689428766,300.53842384708844,299.7208215165572,303.75,803.4269230769231
18532800.0,300.2488066381025,301.1431724027768,300.9151229354007,300.6408543318005,299.7251913348623,303.75,850.0284722222223
18536400.0,300.56706735476985,301.5185643785892,301.1386125537731,301.1234999149378,300.04065229828853,304.84999999999997,718.5361956744567
18540000.0,300.69252499421856,301.602419394271,301.19084056003106,301.425667624466,300.15487952921904,304.84999999999997,574.350957103321
18543600.0,300.77899679407005,301.6129442499546,301.00907164385177,301.7038739043443,300.21969500257956,304.84999999999997,436.87723214285717
18547200.0,300.7782174236592,301.2682579194312,300.62362184383886,301.7749588800122,300.1674673383077,303.75,265.4618725868726
18550800.0,300.4232207693229,300.636165659269,300.66890197350597,300.84303198267486,299.72140309735096,303.75,104.60873180873182
18554400.0,300.01046662228003,300.57921001675675,300.2507461621179,300.8747542723958,299.4148493358391,302.54999999999995,7.41153846153847
18558000.0,299.81545560016536,300.411399240723,300.0801367197074,300.6352896037702,299.28811553568437,302.54999999999995,0.0
18561600.0,301.2583603483052,301.7225047187343,301.614887059722,301.94574347218844,300.94209121557003,299.25,0.0
18565200.0,299.77977787166276,300.2853049524293,300.03295979604303,300.48631633604424,299.2996542678237,298.75,0.0
18568800.0,301.1738546594497,301.5580221803331,301.5082244317882,301.80846892071935,300.9047904271341,298.75,0.0
18572400.0,300.44884341312115,300.859979115037,300.7401168149247,301.05816529226485,300.07313656679867,299.25,0.0
18576000.0,299.49663169587257,299.9162363874656,299.62389849549584,300.0569503625111,299.05818866687696,299.25,0.0
18579600.0,299.92627284566896,300.40402148878263,300.1794851782238,300.4804565872663,299.6537956516572,296.45,0.0
18583200.0,300.7184460526784,301.11610316074825,300.9979061351919,301.1585542608931,300.5430454927562,297.54999999999995,0.0
18586800.0,300.81839324564527,301.20018620157947,301.08692250408654,301.2210348155561,300.64910711034355,297.54999999999995,0.0
18590400.0,300.82367787897704,301.1834917549238,301.0864317069855,301.233704409037,300.6725633869938,297.04999999999995,10.2953431372549
18594000.0,300.10088003568154,300.4366101926263,300.3198925644208,300.5355533159589,299.8097906156269,297.04999999999995,62.80361519607843
18597600.0,299.1216450398864,299.4539107195688,299.1570031970548,299.4985002972909,298.7537275295829,296.45,91.43736645299145
18601200.0,298.99582131609225,299.3104177240838,299.0038986391181,299.3673395094659,298.61314086940496,297.54999999999995,154.27342364134816
18604800.0,299.58020186925177,299.86822675199295,299.5552411638424,299.8943259307894,299.14969127127756,299.25,265.1211026361568
18608400.0,299.8461481565074,300.12066224505674,299.8063801530277,300.1203057292855,299.3331788169287,300.34999999999997,330.0610441980156
18612000.0,300.0450391903116,300.31259493860205,299.98125900344394,300.29385174803264,299.440029577044,302.54999999999995,386.2927868190795
18615600.0,300.2133760502316,300.53821905690506,300.1174713372696,300.4083337106564,299.5347661099972,303.15,628.7680702126531
18619200.0,300.2573678729979,300.82571098092905,300.1409478144065,300.52251910867307,299.56731449483806,303.75,837.9394449598552
18622800.0,300.47414148780007,300.35765398170065,300.3244235685136,300.87941368238467,299.72792888715264,303.75,625.548225632139
18626400.0,300.5590057800417,301.1040289047381,300.387871339908,300.2494166434155,299.80133656641283,304.25,523.9741670197906
18630000.0,300.2422709357796,301.12011303710796,300.42712149451324,300.46333396165306,299.82835002878653,304.25,429.1507609718302
18633600.0,300.202190359347,301.16469795518583,300.49930705872333,301.55321285853523,300.02544758693125,304.25,238.75095347063308
18637200.0,300.3345728484368,300.24934798453063,300.1300022603147,301.1938074582966,299.6384520233848,303.15,86.30420127015144
18640800.0,299.8978315734989,300.25608181272514,299.66875147964066,300.6754423879849,299.24618779209914,302.04999999999995,10.959372430802954
18644400.0,299.992560832601,300.3408774808488,299.76015308628746,300.6916103712266,299.3864838064421,301.45,0.3201219512195127
18648000.0,300.3929642145364,300.67184680255474,299.8013851012379,301.0049259152676,299.8374473476335,300.95,0.0
18651600.0,301.11894547917086,301.4325810296836,301.08306634964646,301.68782731721956,300.75410132786254,301.45,0.0
18655200.0,300.5160060213467,300.8080230000521,300.4307979723625,301.0665235920771,300.03878068644167,301.45,0.0
18658800.0,299.3301627492539,299.67822652657037,299.12236223337874,299.87641028805706,298.87925350409256,294.84999999999997,0.0
18662400.0,300.5117638596578,301.0504739349665,300.43774415350396,301.2887635834069,300.56007529632234,293.15,0.0
18666000.0,300.4279734166514,301.0582766008222,300.5418782393477,301.2743240392397,300.59412398311196,293.75,0.0
18669600.0,300.51896344045684,301.0335331008936,300.4638169835323,301.2521479649211,300.6061952228643,293.75,0.0
18673200.0,300.228465886168,300.40785553196207,300.1571013972509,300.67723210681277,300.0147951629669,293.15,0.0
18676800.0,300.5073916771543,300.3809411790964,300.36014125451436,300.9865032984502,300.45687090400236,293.75,7.905
18680400.0,300.5668758246496,300.7142838112251,300.5332564889816,301.03664383689653,300.5004909730697,294.25,67.02
18684000.0,299.04335926341287,299.2764161488949,298.8108302797498,299.42976188783797,298.7111569680563,294.84999999999997,158.06713665943602
18687600.0,298.94484761645344,299.16799878704677,298.8896706228029,299.2641827847009,298.569645890402,295.95,235.04349326182384
18691200.0,299.4848860379329,299.72704892913794,299.5367369379228,299.78949260488906,299.1014984886084,296.45,495.35830947267954
18694800.0,299.72398263444467,300.13915207223585,300.1136907091905,299.9952709615445,299.3316072212005,298.75,717.4924242424242
18698400.0,299.90948853851694,300.4580443285208,300.2530329690229,300.1539410213433,299.4513133015337,300.34999999999997,807.612896718666
18702000.0,299.99476015092955,300.2092335120642,300.2148833884852,300.2088409843387,299.46215952604894,301.45,693.0751223610198
18705600.0,300.0335712934078,300.64107016746703,300.19106607030307,300.25448267379613,299.48344158212046,301.45,317.9368930571465
18709200.0,300.2612537973339,300.8320270972415,300.35812794309714,300.51080107177853,299.6946772995375,300.95,471.00676546391753
18712800.0,300.34675991614426,300.4486373674469,300.38551387549035,300.23475869281543,299.6672363971854,303.15,557.4601534890529
18716400.0,300.4722668396684,301.0252151654529,300.4861129203143,301.00762395544956,299.8882924955168,303.15,441.60513860716696
18720000.0,300.51923562340414,301.031353785106,300.50454605773945,301.63204659043623,300.0213001285773,302.54999999999995,298.32568565400845
18723600.0,300.24733949308205,300.68811273283535,300.16700700032567,301.49958678261044,299.7284195052751,300.95,132.79150184599155
18727200.0,299.7783841336823,300.139570420632,299.6338008760681,300.4215030373643,299.16700080098957,299.25,6.64990651709401
18730800.0,299.6456033580401,300.0162094655205,299.50139125747535,300.60585560878906,299.14110071341236,297.54999999999995,0.6495726495726499
18734400.0,299.6793830771185,300.0309369140244,299.530747474304,300.5746761853043,299.22039435402303,297.04999999999995,0.0
18738000.0,300.3308549602697,300.8256789965441,300.31360171021674,301.29598182314925,300.1815779981115,297.04999999999995,0.0
18741600.0,300.6860034441355,301.0384802492979,300.740553340161,301.4462164339054,300.5218365525507,295.34999999999997,0.0
